val_0_coordinates,val_0_potential,val_1_coordinates,val_1_potential,val_2_coordinates,val_2_potential,val_3_coordinates,val_3_potential,val_4_coordinates,val_4_potential,x_axis,y_axis
0,0.0003380604206854043,0,0.0017033000477744975,0,4.582570560557331e-05,0,5.327877164054695e-05,0,0.00015965388768329758,9.977777777777778,0.8434343434343434
0,0.00033165054042151587,0,0.001882899145560557,0,4.582570560573984e-05,0,5.361001060164017e-05,0,0.00016433403928695078,9.988888888888889,0.8535353535353536
0,0.00032508203694331383,0,0.0020919996447794492,0,4.5796752388166384e-05,0,5.391278566416191e-05,0,0.0001691468166642729,10.0,0.8636363636363636
0,0.00031837553198295343,0,0.0023374928927185484,0,4.57389425836674e-05,0,5.418620713112943e-05,0,0.0001740936533053683,10.011111111111111,0.8737373737373737
0,0.00031155146684685997,0,0.0026284265501148735,0,4.565246866550243e-05,0,5.442946091716028e-05,0,0.00017917570204098454,10.022222222222222,0.8838383838383839
0,0.000304630013226892,0,0.0029768761279642814,0,4.553761738765316e-05,0,5.464181422881742e-05,0,0.00018439379913792742,10.033333333333333,0.893939393939394
0,0.00029763098402754706,0,0.0033992614378860614,0,4.5394767470341435e-05,0,5.4822620768307795e-05,0,0.00018974842616001353,10.044444444444444,0.9040404040404041
0,0.00029057374501606503,0,0.003918390805602634,0,4.522438656856531e-05,0,5.49713253898132e-05,0,0.00019523966966247808,10.055555555555555,0.9141414141414141
0,0.00028347712831980343,0,0.004566737980615035,0,4.502702756845056e-05,0,5.508746815342802e-05,0,0.0002008671788254479,10.066666666666666,0.9242424242424243
0,0.0002763593489703564,0,0.005391893314854637,0,4.4803324266901035e-05,0,5.517068771736244e-05,0,0.00020663012118005142,10.077777777777778,0.9343434343434344
0,0.0002692379257778488,0,0.006466037111545864,0,4.455398649316766e-05,0,5.522072402809608e-05,0,0.0002125271366317516,10.088888888888889,0.9444444444444444
0,0.0002621296078505475,0,0.007903289213254866,0,4.42797947466933e-05,0,5.52374202665018e-05,0,0.00021855629004974286,10.1,0.9545454545454546
0,0.0002550503080095967,0,0.009893587400960288,0,4.398159441715288e-05,0,5.522072402809608e-05,0,0.00022471502274101773,10.11111111111111,0.9646464646464648
0,0.00024801504423963006,0,0.012774373029376923,0,4.366028967131563e-05,0,5.517068771732081e-05,0,0.00023100010321672193,10.122222222222222,0.9747474747474748
0,0.00024103789013585342,0,0.01719883226307181,0,4.331683708030942e-05,0,5.508746815348353e-05,0,0.0002374075777117901,10.133333333333333,0.9848484848484849
0,0.0002341319350886717,0,0.024589495550246754,0,4.295223906758405e-05,0,5.4971325389827075e-05,0,0.00024393272100831087,10.144444444444444,0.994949494949495
0,0.00022730925470601515,0,0.0386233053533836,0,4.25675372577039e-05,0,5.482262076832167e-05,0,0.0002505699881890644,10.155555555555555,1.0050505050505052
0,0.00022058089170309825,0,0.0716656187552974,0,4.2163805797218457e-05,0,5.464181422881742e-05,0,0.00025731296802411485,10.166666666666666,1.0151515151515151
0,0.00021395684723624075,0,0.181541125117947,0,4.174214472271731e-05,0,5.442946091716028e-05,0,0.0002641543387761347,10.177777777777777,1.0252525252525253
0,0.00020744608240447215,1,0.43652135946375004,0,4.1303673440462596e-05,0,5.418620713112943e-05,0,0.0002710858272829686,10.188888888888888,1.0353535353535355
0,0.00020105652941682095,1,0.5436445605751147,0,4.0849524379965585e-05,0,5.391278566416191e-05,0,0.0002780981722445841,10.2,1.0454545454545454
0,0.00019479511173398079,1,0.5700688505245628,0,4.0380836875270054e-05,0,5.361001060164017e-05,0,0.00028518109270059266,10.21111111111111,1.0555555555555556
0,0.00018866777233370047,1,0.5700687237459288,0,3.98987513223481e-05,0,5.327877164054695e-05,0,0.0002923232627345673,10.222222222222221,1.0656565656565657
0,0.00018267950913300468,1,0.5436441813205155,0,3.9404403653298115e-05,0,5.292002800244555e-05,0,0.00029951229346963926,10.233333333333333,1.0757575757575757
0,0.0001768344165278546,1,0.43652073095643545,0,3.889892016034624e-05,0,5.253480201292127e-05,0,0.00030673472343448194,10.244444444444444,1.0858585858585859
0,0.00017113573196611553,0,0.18154025266174967,0,3.838341269743473e-05,0,5.212417242309031e-05,0,0.000313976018368356,10.255555555555555,1.095959595959596
0,0.00016558588647613837,0,0.07166450963474606,0,3.7858974277021895e-05,0,5.168926755000358e-05,0,0.00032122058149713917,10.266666666666666,1.106060606060606
0,0.00016018655809613147,0,0.03862196869847481,0,3.732667507633236e-05,0,5.123125831080211e-05,0,0.0003284517752563665,10.277777777777777,1.1161616161616164
0,0.0001549387272023195,0,0.02458794217011334,0,3.678755885910823e-05,0,5.0751351222816377e-05,0,0.000335651955326699,10.288888888888888,1.1262626262626263
0,0.00014984273281679061,0,0.017197074453930344,0,3.624263981355513e-05,0,5.025078143897077e-05,0,0.0003428025177463212,10.299999999999999,1.1363636363636365
0,0.0001448983290501249,0,0.01277242436249576,0,3.5692899802736155e-05,0,4.973080588616119e-05,0,0.0003498839596814962,10.31111111111111,1.1464646464646466
0,0.00014010474094627856,0,0.009891462496850106,0,3.51392860181432e-05,0,4.9192696562894156e-05,0,0.0003568759542695865,10.322222222222221,1.1565656565656566
0,0.0001354607190909296,0,0.007901003508344065,0,3.458270902376159e-05,0,4.8637734055057e-05,0,0.00036375743971625574,10.333333333333332,1.1666666666666667
0,0.00013096459244862912,0,0.006463606623456963,0,3.4024041174612885e-05,0,4.806720131525499e-05,0,0.00037050672259114625,10.344444444444443,1.176767676767677
0,0.00012661431900071185,0,0.00538933441199016,0,3.346411539026373e-05,0,4.7482377750512894e-05,0,0.00037710159500570217,10.355555555555554,1.1868686868686869
0,0.000122407533839769,0,0.004564067161196242,0,3.290372426420496e-05,0,4.688453365131462e-05,0,0.00038351946505968404,10.366666666666665,1.196969696969697
0,0.00011834159448131931,0,0.0039156244905744625,0,3.234361948342701e-05,0,4.627492499251207e-05,0,0.00038973749967674554,10.377777777777776,1.2070707070707072
0,0.000114413623214904,0,0.003396415781282719,0,3.178451153756923e-05,0,4.565478862761374e-05,0,0.00039573277864157763,10.388888888888888,1.2171717171717171
0,0.00011062054640290087,0,0.0029739668474694364,0,3.122706969185818e-05,0,4.5025337892995454e-05,0,0.0004014824583730703,10.399999999999999,1.2272727272727273
0,0.0001069591306871176,0,0.0026254687796706394,0,3.067192219816106e-05,0,4.4387758631386776e-05,0,0.00040696394371161904,10.411111111111111,1.2373737373737375
0,0.00010342601612109426,0,0.0023345010582065256,0,3.0119656722976673e-05,0,4.374320563904632e-05,0,0.0004121550657427281,10.42222222222222,1.2474747474747474
0,0.00010001774628262683,0,0.0020889873630251243,0,2.9570820964580635e-05,0,4.309279953554346e-05,0,0.0004170342634819274,10.433333333333334,1.2575757575757578
0,9.673079546609897e-05,0,0.0018798791462391468,0,2.902592343884125e-05,0,4.243762405128915e-05,0,0.0004215807670736871,10.444444444444445,1.2676767676767677
0,9.35615930683642e-05,0,0.001700284117213735,0,2.8485434410113752e-05,0,4.177872372171376e-05,0,0.0004257747800299333,10.455555555555556,1.2777777777777777
0,9.050654531314595e-05,0,0.0015448751124426535,0,2.7949786946257493e-05,0,4.111710197590712e-05,0,0.000429597657967587,10.466666666666667,1.287878787878788
0,8.7562054467194e-05,0,0.0014094804483001516,0,2.741937807737571e-05,0,4.0453719602900895e-05,0,0.000433032081272558,10.477777777777778,1.297979797979798
0,8.472453571359284e-05,0,0.0012907945562463524,0,2.6894570040153498e-05,0,3.978949357680284e-05,0,0.00043606221915705456,10.488888888888889,1.3080808080808082
0,8.199043184653476e-05,0,0.0011861700424052046,0,2.6375691589697325e-05,0,3.9125296218550654e-05,0,0.00043867388265340923,10.5,1.3181818181818183
0,7.935622596386138e-05,0,0.0010934659247273243,0,2.5863039363638318e-05,0,3.846195467480107e-05,0,0.00044085466422251474,10.511111111111111,1.3282828282828283
0,7.681845231818918e-05,0,0.0010109353009539607,0,2.535687928262309e-05,0,3.780025068722548e-05,0,0.0004425940618317664,10.522222222222222,1.3383838383838385
0,7.437370549456812e-05,0,0.0009371411285408471,0,2.4857447975618063e-05,0,3.714092063089591e-05,0,0.00044388358557666263,10.533333333333333,1.3484848484848486
0,7.201864806921643e-05,0,0.0008708923346335551,0,2.4364954217009904e-05,0,3.6484655794644105e-05,0,0.0004447168451758715,10.544444444444444,1.3585858585858586
0,6.975001690179283e-05,0,0.0008111948218171711,0,2.38795803646219e-05,0,3.5832102881910854e-05,0,0.00044508961695459426,10.555555555555555,1.3686868686868687
0,6.756462819948461e-05,0,0.0007572135200498015,0,2.340148379106899e-05,0,3.518386470768853e-05,0,0.00044499988924105727,10.566666666666666,1.378787878787879
0,6.54593814868043e-05,0,0.0007082427215673037,0,2.293079829798761e-05,0,3.45405010651334e-05,0,0.00044444788543303304,10.577777777777778,1.3888888888888888
0,6.343126260760501e-05,0,0.0006636826910437349,0,2.246763550756148e-05,0,3.390252974516672e-05,0,0.000443436064327854,10.588888888888889,1.3989898989898992
0,6.147734586642306e-05,0,0.0006230210756294208,0,2.2012086225237093e-05,0,3.327042768253019e-05,0,0.00044196909766545944,10.6,1.4090909090909092
0,5.959479542116952e-05,0,0.0005858180192449824,0,2.1564221768161085e-05,0,3.26446322111984e-05,0,0.00044005382517976754,10.61111111111111,1.4191919191919191
0,5.7780866017514976e-05,0,0.0005516941594958941,0,2.1124095254509978e-05,0,3.202554240899769e-05,0,0.00043769918780810213,10.622222222222222,1.4292929292929295
0,5.603290315589482e-05,0,0.0005203208853817171,0,2.069174285243558e-05,0,3.141352051316826e-05,0,0.00043491614004102785,10.633333333333333,1.4393939393939394
0,5.4348342767435165e-05,0,0.0004914123811319004,0,2.0267184983380204e-05,0,3.080889339215909e-05,0,0.0004317175427245995,10.644444444444444,1.4494949494949496
0,5.2724710470686276e-05,0,0.0004647190909086857,0,1.9850427479262134e-05,0,3.0211954057474122e-05,0,0.00042811803792545955,10.655555555555555,1.4595959595959598
0,5.1159620475027534e-05,0,0.0004400223211634552,0,1.9441462692254552e-05,0,2.9622963201914043e-05,0,0.00042413390774818926,10.666666666666666,1.4696969696969697
0,4.965077418328523e-05,0,0.00041712975947627573,0,1.9040270555270578e-05,0,2.9042150751779072e-05,0,0.0004197829192355701,10.677777777777777,1.47979797979798
0,4.8195958549879236e-05,0,0.0003958717359982128,0,1.864681959237724e-05,0,2.8469717422707763e-05,0,0.00041508415768463924,10.688888888888888,1.48989898989899
0,4.679304423388375e-05,0,0.00037609808990514415,0,1.8261067881997217e-05,0,2.7905836269659368e-05,0,0.00041005785086721536,10.7,1.5
0,0.0003710173308159037,0,0.00022225267385769798,0,3.394864393330144e-05,0,3.418991767464852e-05,0,6.307815811229522e-05,,
0,0.0003777322140712108,0,0.00023175520053016208,0,3.4539677140593694e-05,0,3.4851839238209115e-05,0,6.47446240603089e-05,,
0,0.00038414062021065176,0,0.00024182090384879118,0,3.513060936852219e-05,0,3.5520317174464466e-05,0,6.646472363278089e-05,,
0,0.0003902146567258541,0,0.00025249381345798794,0,3.57206018962164e-05,0,3.6194861317229154e-05,0,6.824035040842169e-05,,
0,0.00039592778532661355,0,0.00026382232891537793,0,3.630877122401399e-05,0,3.6874937463599045e-05,0,7.007346126688963e-05,,
0,0.0004012550851779789,0,0.00027585975248616,0,3.6894189897551666e-05,0,3.7559966023059665e-05,0,7.196607751061568e-05,,
0,0.0004061734937716027,0,0.0002886648996057728,0,3.747588769995036e-05,0,3.8249320795658015e-05,0,7.392028586436505e-05,,
0,0.00041066202074242775,0,0.00030230280027054857,0,3.8052853235215345e-05,0,3.8942327905827634e-05,0,7.593823932830479e-05,,
0,0.0004147019307303851,0,0.00031684550721026994,0,3.862403592949648e-05,0,3.963826491648614e-05,0,7.802215785795985e-05,,
0,0.00041827689233682463,0,0.0003323730298849942,0,3.91883484664457e-05,0,4.033636014877384e-05,0,8.017432884530051e-05,,
0,0.0004213730912200758,0,0.00034897441726243483,0,3.974466967579526e-05,0,4.1035792235410984e-05,0,8.239710736612782e-05,,
0,0.00042397930643968407,0,0.000366749017156498,0,4.029184788681417e-05,0,4.173568993481869e-05,0,8.469291616111652e-05,,
0,0.00042608695020208975,0,0.00038580794588546907,0,4.082870475252687e-05,0,4.243513223195494e-05,0,8.706424531024215e-05,,
0,0.0004276900721662952,0,0.00040627580947122377,0,4.1354039548052723e-05,0,4.313314875828422e-05,0,8.951365156029123e-05,,
0,0.0004287853303888284,0,0.0004282927269001202,0,4.186663393651591e-05,0,4.3828720552224754e-05,0,9.204375725621605e-05,,
0,0.0004293719317943062,0,0.0004520167177181067,0,4.2365257190368766e-05,0,4.4520781191714764e-05,0,9.465724882715132e-05,,
0,0.0004294515457115705,0,0.000477626531041081,0,4.284867185008756e-05,0,4.520821832060262e-05,0,9.73568747721365e-05,,
0,0.0004290281945161095,0,0.0005053250119452374,0,4.331563978957065e-05,0,4.588987559178692e-05,0,0.00010014544308190043,,
0,0.00042810812572897927,0,0.0005353431253471153,0,4.376492865487691e-05,0,4.6564555049755096e-05,0,0.00010302581803398048,,
0,0.0004266996700541814,0,0.0005679447885714589,0,4.4195318630174674e-05,0,4.723101996562118e-05,0,0.00010600091628906738,,
0,0.0004248130897809288,0,0.0006034327041489901,0,4.460560947769365e-05,0,4.788799814098299e-05,0,0.00010907370221188706,,
0,0.00042246042175755893,0,0.00064215543702488,0,4.4994627792532826e-05,0,4.8534185687343356e-05,0,0.00011224718233243669,,
0,0.0004196553187584412,0,0.0006845160496413982,0,4.536123440093687e-05,0,4.9168251284176234e-05,0,0.0001155243988638921,,
0,0.0004164128925625843,0,0.0007309827002118796,0,4.5704331828988476e-05,0,4.978884091369484e-05,0,0.00011890842217898712,,
0,0.000412749561455511,0,0.0007821017323334234,0,4.6022871759171524e-05,0,5.0394583062551845e-05,0,0.00012240234214658252,,
0,0.0004086829041978768,0,0.0008385139498216926,0,4.6315862388540685e-05,0,5.0984094376510525e-05,0,0.00012600925822414677,,
0,0.0004042315218115988,0,0.0009009749963688335,0,4.658237559995726e-05,0,5.155598574074771e-05,0,0.00012973226819784633,,
0,0.00039941490784904665,0,0.0009703810702353793,0,4.6821553854659026e-05,0,5.2108868760752936e-05,0,0.00013357445544900926,,
0,0.00039425332717946127,0,0.0010478016362095999,0,4.703261671556991e-05,0,5.264136259996999e-05,0,0.00013753887463877068,,
0,0.0003887677027718667,0,0.0011345214050427765,0,4.7214866911227116e-05,0,5.315210113157609e-05,0,0.0001416285356777014,,
0,0.0003829795094954236,0,0.0012320947168680818,0,4.736769585689249e-05,0,5.363974035010877e-05,0,0.00014584638586900844,,
0,0.00037691067364657715,0,0.0013424167162979644,0,4.749058855024746e-05,0,5.410296597954667e-05,0,0.00015019529009194232,,
0,0.00037058347670876346,0,0.0014678175404051613,0,4.758312777122797e-05,0,5.4540501213062864e-05,0,0.00015467800891044714,,
0,0.00036402046180707137,0,0.0016111884705356516,0,4.764499752307749e-05,0,5.495111450973256e-05,0,0.00015929717448462388,,
0,0.00035724434139651484,0,0.001776153133430533,0,4.767598565919018e-05,0,5.5333627368703286e-05,0,0.00016405526417676008,,
0,0.0003502779049253113,0,0.0019673032183561145,0,4.767598565912079e-05,0,5.5686921998199246e-05,0,0.000168954571746871,,
0,0.0003431439255055374,0,0.002190528231276745,0,4.764499752307749e-05,0,5.6009948795260334e-05,0,0.0001739971760481851,,
0,0.00033586506500141167,0,0.0024534850142027276,0,4.758312777129736e-05,0,5.63017335464544e-05,0,0.00017918490715360114,,
0,0.00032846377734963017,0,0.002766279552162479,0,4.7490588550275215e-05,0,5.656138426596291e-05,0,0.00018451930985671772,,
0,0.00032096221035395056,0,0.0031424791565235755,0,4.7367695856948e-05,0,5.678809758280501e-05,0,0.00019000160452600778,,
0,0.00031338210660736276,0,0.003600653101595977,0,4.7214866911227116e-05,0,5.6981164598290945e-05,0,0.00019563264531805014,,
0,0.0003057447045535233,0,0.00416678534239423,0,4.7032616715403375e-05,0,5.713997613385202e-05,0,0.00020141287579683587,,
0,0.00029807064099920955,0,0.004878178892213786,0,4.6821553854659026e-05,0,5.7264027301731635e-05,0,0.00020734228204405403,,
0,0.00029037985660024246,0,0.005790019988145462,0,4.6582375599929504e-05,0,5.735292133442205e-05,0,0.0002134203434078774,,
0,0.00028269150596466064,0,0.006986922571615262,0,4.6315862388596196e-05,0,5.740637262073578e-05,0,0.00021964598108417666,,
0,0.00027502387403541273,0,0.008604358126468481,0,4.6022871759282546e-05,0,5.742420890536559e-05,0,0.000226017504795617,,
0,0.0002673943003445589,0,0.010871145883017838,0,4.570433182901623e-05,0,5.740637262073578e-05,0,0.00023253255790919858,,
0,0.0002598191125712246,0,0.014200924150385139,0,4.536123440090911e-05,0,5.7352921334491436e-05,0,0.00023918806140371673,,
0,0.00025231357060848114,0,0.01941096503295968,0,4.4994627792532826e-05,0,5.7264027301731635e-05,0,0.00024598015719132227,,
0,0.0002448918220593066,0,0.02832398029479323,0,4.460560947777692e-05,0,5.7139976133838144e-05,0,0.00025290415138515265,,
0,0.00023756686976775243,0,0.04577117052504076,0,4.419531863009141e-05,0,5.698116459830482e-05,0,0.0002599544581941282,,
0,0.0002303505516567106,0,0.08825234718203977,0,4.376492865496018e-05,0,5.678809758280501e-05,0,0.0002671245452321447,,
0,0.00022325353281910099,0,0.23029830695418316,0,4.331563978954289e-05,0,5.656138426596291e-05,0,0.00027440688111460276,,
0,0.00021628530948916702,1,0.5511589444275972,0,4.2848671850004294e-05,0,5.63017335464544e-05,0,0.00028179288631310917,,
0,0.00020945422426552063,1,0.6899095338003012,0,4.236525719042428e-05,0,5.6009948795260334e-05,0,0.00028927288832794606,,
0,0.000202767491696898,1,0.7243577335885173,0,4.186663393643264e-05,0,5.5686921998199246e-05,0,0.0002968360823070171,,
0,0.00019623123318157631,1,0.7243575919212341,0,4.135403954799721e-05,0,5.5333627368703286e-05,0,0.00030447049831966444,,
0,0.00018985051998207658,1,0.6899091100574626,0,4.082870475255462e-05,0,5.495111450973256e-05,0,0.00031216297652383873,,
0,0.0001836294230823099,1,0.5511582423612207,0,4.029184788681417e-05,0,5.4540501213062864e-05,0,0.0003198991515050986,,
0,0.0001775710685788523,0,0.23029733273491249,0,3.9744669675850774e-05,0,5.410296597954667e-05,0,0.00032766344705542627,,
0,0.0001716776973073042,0,0.08825110927824369,0,3.918834846655672e-05,0,5.363974035010877e-05,0,0.00033543908264282996,,
0,0.0001659507274500982,0,0.045769679539325814,0,3.8624035929524236e-05,0,5.315210113157609e-05,0,0.0003432080927422976,,
0,0.00016039081895341534,0,0.02832224876329166,0,3.8052853235159834e-05,0,5.264136259996999e-05,0,0.0003509513601205605,,
0,0.00015499793867090883,0,0.019409007194112177,0,3.747588769983934e-05,0,5.2108868760752936e-05,0,0.00035864866401016937,,
0,0.0001497714252782778,0,0.014198755690399037,0,3.6894189897496155e-05,0,5.155598574074771e-05,0,0.0003662787439486781,,
0,0.0001447100531180301,0,0.010868783665686138,0,3.6308771223986236e-05,0,5.0984094376510525e-05,0,0.00037381937982974844,,
0,0.0001398120942625869,0,0.008601819915100409,0,3.572060189632742e-05,0,5.0394583062551845e-05,0,0.00038124748847370715,,
0,0.00013507537821849658,0,0.0069842267505647315,0,3.513060936860546e-05,0,4.978884091358382e-05,0,0.0003885392367325158,,
0,0.00013049734880368757,0,0.005787185290892144,0,3.4539677140593694e-05,0,4.9168251284231745e-05,0,0.00039567017083563805,,
0,0.00012607511785178716,0,0.004875224142175658,0,3.394864393327368e-05,0,4.853418568739887e-05,0,0.00040261536135016707,,
0,0.00012180551550042273,0,0.004163729211708017,0,3.335830320652655e-05,0,4.78879981410385e-05,0,0.0004093495627867927,,
0,0.00011768513690829652,0,0.0035975138920551347,0,3.276940298835296e-05,0,4.7231019965593424e-05,0,0.0004158473865290835,,
0,0.00011371038533003475,0,0.0031392746057491705,0,3.2182645990530556e-05,0,4.656455504972734e-05,0,0.0004220834854357647,,
0,0.00010987751154667436,0,0.0027630266670053832,0,3.159868997990034e-05,0,4.588987559178692e-05,0,0.0004280327481309826,,
0,0.00010618264970402302,0,0.002450199932328756,0,3.101814837894179e-05,0,4.520821832057487e-05,0,0.0004336705007209479,,
0,0.00010262184966067234,0,0.0021872261109586455,0,3.0441591067187357e-05,0,4.4520781191714764e-05,0,0.0004389727134069682,,
0,9.919110597975123e-05,0,0.0019639981556763275,0,2.9869545358635063e-05,0,4.3828720552224754e-05,0,0.0004439162092725879,,
0,9.58863837309254e-05,0,0.0017728581054310827,0,2.9302497128902427e-05,0,4.313314875828422e-05,0,0.00044847887236450223,,
0,9.270364128438624e-05,0,0.0016079153023277615,0,2.8740892068807034e-05,0,4.243513223195494e-05,0,0.0004526398520949271,,
0,8.963885029258933e-05,0,0.0014645768938741782,0,2.8185137043251762e-05,0,4.173568993481869e-05,0,0.0004563797609686143,,
0,8.668801306238594e-05,0,0.0013392180978025053,0,2.7635601531961207e-05,0,4.1035792235410984e-05,0,0.0004596808626691762,,
0,8.384717752540904e-05,0,0.0012289465012171874,0,2.7092619137442098e-05,0,4.033636014877384e-05,0,0.0004625272476341119,,
0,8.111245000377854e-05,0,0.0011314308730282496,0,2.655648913796327e-05,0,3.963826491648614e-05,0,0.00046490499340817726,,
0,7.848000597501792e-05,0,0.001044775023050587,0,2.6027478073453736e-05,0,3.8942327905827634e-05,0,0.0004668023072673805,,
0,7.594609902469851e-05,0,0.0009674236224422178,0,2.5505821349358637e-05,0,3.8249320795658015e-05,0,0.00046820964887034355,,
0,7.350706816788843e-05,0,0.000898091034732193,0,2.499172484354828e-05,0,3.7559966023059665e-05,0,0.00046911983098434085,,
0,7.115934371357269e-05,0,0.0008357069364626907,0,2.4485366509119366e-05,0,3.6874937463599045e-05,0,0.0004695280966774962,,
0,6.889945182853019e-05,0,0.0007793743400058006,0,2.3986897959599185e-05,0,3.6194861317229154e-05,0,0.00046943217171989404,,
0,6.672401795662641e-05,0,0.0007283368822965652,0,2.3496446030835116e-05,0,3.5520317174464466e-05,0,0.0004688322913277698,,
0,6.462976922438912e-05,0,0.0006819531095313691,0,2.3014114310299094e-05,0,3.4851839238209115e-05,0,0.000467731200773272,,
0,6.261353596390129e-05,0,0.0006396760958338327,0,2.2539984629865728e-05,0,3.418991767464852e-05,0,0.00046613412979812363,,
